,Month_ending,Year,County,State,Primary_use,Battery_BEVs,Hybrid_(PHEVs),EV_Total,Non-Electric_Total,Total_Veh,%_Electric
397,April,2019,Hennepin,MN,Passenger,2,0,2,103,105,1.9
398,April,2019,Yakima,WA,Passenger,93,103,196,164616,164812,0.12
399,April,2019,Douglas,NE,Passenger,0,1,1,63,64,1.56
400,April,2019,Montgomery,PA,Passenger,2,0,2,38,40,5.0
401,April,2019,Nueces,TX,Passenger,1,1,2,96,98,2.04
402,April,2019,Whitman,WA,Passenger,29,45,74,22711,22785,0.32
403,April,2019,Skamania,WA,Truck,0,0,0,4039,4039,0.0
404,April,2019,San Juan,PR,Passenger,0,1,1,3,4,25.0
405,April,2019,Benton,WA,Passenger,248,263,511,133307,133818,0.38
406,April,2019,Whitman,WA,Truck,0,0,0,8517,8517,0.0
407,April,2019,Manassas,VA,Passenger,0,1,1,8,9,11.11
408,April,2019,Nantucket,MA,Passenger,1,0,1,3,4,25.0
409,April,2019,Norfolk,VA,Passenger,2,2,4,352,356,1.12
410,April,2019,Jefferson,WA,Passenger,187,118,305,24901,25206,1.21
411,April,2019,Walla Walla,WA,Passenger,46,57,103,36137,36240,0.28
412,April,2019,Lake,FL,Passenger,1,0,1,19,20,5.0
413,April,2019,St. Clair,IL,Passenger,0,1,1,160,161,0.62
414,April,2019,Ramsey,MN,Passenger,1,0,1,43,44,2.27
415,April,2019,Owyhee,ID,Passenger,1,0,1,5,6,16.67
416,April,2019,San Mateo,CA,Passenger,2,1,3,122,125,2.4
417,April,2019,Brevard,FL,Passenger,0,1,1,85,86,1.16
418,April,2019,Cochise,AZ,Passenger,0,1,1,116,117,0.85
419,April,2019,Pinal,AZ,Passenger,2,0,2,195,197,1.02
420,April,2019,Chelan,WA,Truck,0,0,0,22173,22173,0.0
421,April,2019,Cape May,NJ,Passenger,0,1,1,17,18,5.56
422,April,2019,Pierce,WA,Truck,0,0,0,139350,139350,0.0
423,April,2019,Columbia,WA,Passenger,2,2,4,2441,2445,0.16
424,April,2019,Honolulu,HI,Passenger,2,3,5,503,508,0.98
425,April,2019,Charleston,SC,Passenger,1,0,1,119,120,0.83
426,April,2019,Arlington,VA,Passenger,1,2,3,160,163,1.84
427,April,2019,Dale,AL,Passenger,0,1,1,56,57,1.75
428,April,2019,Yakima,WA,Truck,0,0,0,58948,58948,0.0
429,April,2019,Skamania,WA,Passenger,21,16,37,8713,8750,0.42
430,April,2019,Allegheny,PA,Passenger,1,0,1,84,85,1.18
431,April,2019,San Joaquin,CA,Passenger,1,0,1,133,134,0.75
432,April,2019,Sedgwick,KS,Passenger,0,1,1,102,103,0.97
433,April,2019,Washtenaw,MI,Passenger,1,0,1,37,38,2.63
434,April,2019,Bucks,PA,Passenger,1,0,1,17,18,5.56
435,April,2019,Okanogan,WA,Passenger,20,22,42,26020,26062,0.16
436,April,2019,Garfield,WA,Truck,0,0,0,958,958,0.0
437,April,2019,Duval,FL,Passenger,1,2,3,382,385,0.78
438,April,2019,Clark,WA,Passenger,1414,896,2310,312581,314891,0.73
439,April,2019,San Diego,CA,Passenger,10,3,13,2654,2667,0.49
440,April,2019,Cowlitz,WA,Truck,0,0,0,28852,28852,0.0
441,April,2019,Ventura,CA,Passenger,0,2,2,311,313,0.64
442,April,2019,Kern,CA,Passenger,0,1,1,225,226,0.44
443,April,2019,Montgomery,MD,Passenger,1,0,1,272,273,0.37
444,April,2019,Palm Beach,FL,Passenger,0,1,1,92,93,1.08
445,April,2019,Caddo,LA,Passenger,0,1,1,23,24,4.17
446,April,2019,Charles,MD,Passenger,0,1,1,82,83,1.2
447,April,2019,DeKalb,GA,Passenger,1,0,1,80,81,1.23
448,April,2019,Alexandria,VA,Passenger,1,0,1,154,155,0.65
449,April,2019,Multnomah,OR,Passenger,4,5,9,749,758,1.19
450,April,2019,St. Lucie,FL,Passenger,1,0,1,30,31,3.23
452,April,2019,Bexar,TX,Passenger,3,4,7,677,684,1.02
453,April,2019,Montgomery,AL,Passenger,0,1,1,44,45,2.22
454,April,2019,Shasta,CA,Passenger,1,0,1,40,41,2.44
455,April,2019,Sumter,FL,Passenger,0,1,1,10,11,9.09
456,April,2019,Richmond,GA,Passenger,0,1,1,93,94,1.06
457,April,2019,Los Angeles,CA,Passenger,8,5,13,1095,1108,1.17
458,April,2019,Orange,CA,Passenger,6,1,7,529,536,1.31
459,April,2019,Harnett,NC,Passenger,1,1,2,214,216,0.93
460,April,2019,Asotin,WA,Passenger,12,8,20,12659,12679,0.16
461,April,2019,Cascade,MT,Passenger,0,1,1,58,59,1.69
462,April,2019,King,WA,Passenger,18277,6871,25148,1384099,1409247,1.78
463,April,2019,Whatcom,WA,Truck,2,0,2,42771,42773,0.0
464,April,2019,Whatcom,WA,Passenger,823,394,1217,150081,151298,0.8
465,April,2019,Santa Rosa,FL,Passenger,1,0,1,87,88,1.14
466,April,2019,Deschutes,OR,Passenger,2,0,2,154,156,1.28
467,April,2019,Santa Fe,NM,Passenger,0,1,1,40,41,2.44
468,April,2019,Broward,FL,Passenger,2,1,3,128,131,2.29
469,April,2019,Penobscot,ME,Passenger,0,1,1,13,14,7.14
470,April,2019,Douglas,WA,Truck,0,0,0,12176,12176,0.0
471,April,2019,Sangamon,IL,Passenger,2,0,2,7,9,22.22
472,April,2019,Pacific,WA,Truck,0,0,0,7660,7660,0.0
473,April,2019,Chelan,WA,Passenger,147,66,213,54294,54507,0.39
474,April,2019,Pend Oreille,WA,Truck,0,0,0,5753,5753,0.0
475,April,2019,Dakota,MN,Passenger,0,2,2,36,38,5.26
476,April,2019,Grant,WA,Passenger,35,60,95,64382,64477,0.15
477,April,2019,Klickitat,WA,Passenger,33,33,66,15507,15573,0.42
478,April,2019,Fresno,CA,Passenger,1,0,1,187,188,0.53
479,April,2019,Volusia,FL,Passenger,0,1,1,36,37,2.7
480,April,2019,Walla Walla,WA,Truck,0,0,0,13603,13603,0.0
481,April,2019,Howard,MD,Passenger,0,1,1,77,78,1.28
482,April,2019,Richland,SC,Passenger,0,1,1,161,162,0.62
483,April,2019,Fairfax,VA,Passenger,3,2,5,781,786,0.64
484,April,2019,Kitsap,WA,Passenger,1009,575,1584,180200,181784,0.87
485,April,2019,DuPage,IL,Passenger,1,0,1,60,61,1.64
486,April,2019,Tulsa,OK,Passenger,1,1,2,46,48,4.17
487,April,2019,Mecklenburg,NC,Passenger,1,0,1,83,84,1.19
488,April,2019,Santa Clara,CA,Passenger,8,1,9,362,371,2.43
489,April,2019,Portsmouth,VA,Passenger,0,1,1,75,76,1.32
490,April,2019,Kittitas,WA,Passenger,71,35,106,29489,29595,0.36
491,April,2019,Mason,WA,Truck,0,0,0,20326,20326,0.0
492,April,2019,Pend Oreille,WA,Passenger,4,5,9,9505,9514,0.09
493,April,2019,Franklin,MA,Passenger,0,1,1,1,2,50.0
494,April,2019,Clay,FL,Passenger,0,1,1,87,88,1.14
495,April,2019,Thurston,WA,Passenger,821,613,1434,196770,198204,0.72
496,April,2019,Saratoga,NY,Passenger,1,0,1,58,59,1.69
497,April,2019,Tarrant,TX,Passenger,2,0,2,200,202,0.99
498,April,2019,Asotin,WA,Truck,0,0,0,6629,6629,0.0
499,April,2019,Berkshire,MA,Passenger,0,1,1,4,5,20.0
500,April,2019,Spokane,WA,Truck,1,0,1,94382,94383,0.0
501,April,2019,Clallam,WA,Passenger,160,132,292,50458,50750,0.58
502,April,2019,Oldham,KY,Passenger,0,1,1,5,6,16.67
503,April,2019,King,WA,Truck,5,1,6,181820,181826,0.0
504,April,2019,New Haven,CT,Passenger,0,2,2,49,51,3.92
505,April,2019,El Paso,TX,Passenger,3,0,3,486,489,0.61
506,April,2019,Stevens,WA,Truck,0,0,0,18683,18683,0.0
507,April,2019,Klamath,OR,Passenger,1,0,1,38,39,2.56
508,April,2019,St. Mary's,MD,Passenger,1,0,1,210,211,0.47
509,April,2019,Thurston,WA,Truck,0,0,0,55024,55024,0.0
510,April,2019,Adams,WA,Passenger,5,6,11,12657,12668,0.09
511,April,2019,Ferry,WA,Passenger,4,2,6,4370,4376,0.14
512,April,2019,Washoe,NV,Passenger,2,0,2,110,112,1.79
513,April,2019,Lee,AL,Passenger,1,0,1,35,36,2.78
514,April,2019,Rogers,OK,Passenger,1,0,1,5,6,16.67
515,April,2019,Bergen,NJ,Passenger,1,0,1,26,27,3.7
516,April,2019,Santa Cruz,CA,Passenger,1,0,1,39,40,2.5
517,April,2019,Harris,TX,Passenger,0,1,1,248,249,0.4
518,April,2019,Polk,FL,Passenger,1,0,1,65,66,1.52
519,April,2019,Tuolumne,CA,Passenger,0,1,1,12,13,7.69
520,April,2019,Frederick,MD,Passenger,1,1,2,78,80,2.5
521,April,2019,Benton,WA,Truck,0,0,0,41655,41655,0.0
522,April,2019,Lincoln,WA,Truck,0,0,0,4700,4700,0.0
523,April,2019,Randolph,NC,Passenger,1,0,1,6,7,14.29
524,April,2019,Riverside,CA,Passenger,2,2,4,663,667,0.6
525,April,2019,Calvert,MD,Passenger,0,2,2,86,88,2.27
526,April,2019,Norfolk,MA,Passenger,1,0,1,37,38,2.63
527,April,2019,Contra Costa,CA,Passenger,2,2,4,389,393,1.02
528,April,2019,Moore,NC,Passenger,0,1,1,181,182,0.55
529,April,2019,San Juan,WA,Truck,0,0,0,5834,5834,0.0
530,April,2019,Larimer,CO,Passenger,1,0,1,58,59,1.69
531,April,2019,Lumpkin,GA,Passenger,1,0,1,6,7,14.29
532,April,2019,Carson City,NV,Passenger,1,0,1,14,15,6.67
533,April,2019,Grays Harbor,WA,Truck,0,0,0,20395,20395,0.0
534,April,2019,Middlesex,MA,Passenger,1,1,2,116,118,1.69
535,April,2019,Klickitat,WA,Truck,0,0,0,8222,8222,0.0
536,April,2019,Ada,ID,Passenger,0,2,2,309,311,0.64
537,April,2019,Williamson,TX,Passenger,0,1,1,143,144,0.69
538,April,2019,Maricopa,AZ,Passenger,6,2,8,1537,1545,0.52
539,April,2019,Okanogan,WA,Truck,0,0,0,16478,16478,0.0
540,April,2019,Prince George's,MD,Passenger,1,1,2,185,187,1.07
541,April,2019,Flathead,MT,Passenger,1,0,1,60,61,1.64
542,April,2019,DeKalb,IN,Passenger,1,0,1,1,2,50.0
543,April,2019,Spokane,WA,Passenger,512,407,919,309575,310494,0.3
544,April,2019,Kent,MI,Passenger,0,1,1,22,23,4.35
545,April,2019,Lee,FL,Passenger,1,0,1,53,54,1.85
546,April,2019,Cowlitz,WA,Passenger,89,101,190,72747,72937,0.26
547,April,2019,Alameda,CA,Passenger,3,2,5,311,316,1.58
548,April,2019,Mason,WA,Passenger,117,118,235,46864,47099,0.5
549,April,2019,Stevens,WA,Passenger,19,27,46,31638,31684,0.15
550,April,2019,Kootenai,ID,Passenger,1,1,2,215,217,0.92
551,April,2019,Snohomish,WA,Truck,1,0,1,122012,122013,0.0
552,April,2019,Grays Harbor,WA,Passenger,70,84,154,47665,47819,0.32
553,April,2019,Prince William,VA,Passenger,1,4,5,257,262,1.91
554,April,2019,Island,WA,Passenger,310,241,551,63255,63806,0.86
555,April,2019,Pacific,WA,Passenger,23,28,51,15922,15973,0.32
556,April,2019,Island,WA,Truck,0,0,0,21247,21247,0.0
557,April,2019,Pima,AZ,Passenger,1,1,2,398,400,0.5
558,April,2019,Lewis,WA,Truck,0,0,0,25826,25826,0.0
559,April,2019,San Francisco,CA,Passenger,2,1,3,111,114,2.63
560,April,2019,Suffolk,MA,Passenger,0,1,1,40,41,2.44
561,April,2019,District of Columbia,DC,Passenger,1,1,2,207,209,0.96
562,April,2019,Lincoln,WA,Passenger,3,6,9,7756,7765,0.12
563,April,2019,Camden,NJ,Passenger,0,1,1,25,26,3.85
564,April,2019,Franklin,WA,Truck,0,0,0,19218,19218,0.0
565,April,2019,Franklin,WA,Passenger,53,67,120,59469,59589,0.2
566,April,2019,Collin,TX,Passenger,1,1,2,132,134,1.49
567,April,2019,Marion,OR,Passenger,1,0,1,115,116,0.86
568,April,2019,San Juan,WA,Passenger,204,69,273,14332,14605,1.87
569,April,2019,Shelby,TN,Passenger,0,1,1,94,95,1.05
570,April,2019,Monroe,IL,Passenger,1,0,1,4,5,20.0
571,April,2019,Hawaii,HI,Passenger,1,0,1,61,62,1.61
572,April,2019,Wayne,MI,Passenger,0,1,1,69,70,1.43
573,April,2019,Valencia,NM,Passenger,1,0,1,8,9,11.11
574,April,2019,Guadalupe,TX,Passenger,1,0,1,76,77,1.3
575,April,2019,Douglas,WA,Passenger,55,34,89,27972,28061,0.32
576,April,2019,Virginia Beach,VA,Passenger,1,1,2,702,704,0.28
577,April,2019,Cumberland,NC,Passenger,0,2,2,507,509,0.39
578,April,2019,Clark,NV,Passenger,3,2,5,690,695,0.72
579,April,2019,Jefferson,WA,Truck,0,0,0,9652,9652,0.0
580,April,2019,Snohomish,WA,Passenger,3292,1539,4831,529161,533992,0.9
581,April,2019,Jefferson,CO,Passenger,0,2,2,59,61,3.28
582,April,2019,Denver,CO,Passenger,1,0,1,130,131,0.76
583,April,2019,Montgomery,TX,Passenger,2,0,2,59,61,3.28
584,April,2019,Adams,WA,Truck,0,0,0,5104,5104,0.0
585,April,2019,Ferry,WA,Truck,0,0,0,3592,3592,0.0
586,April,2019,Skagit,WA,Passenger,292,197,489,91537,92026,0.53
587,April,2019,Vigo,IN,Passenger,1,0,1,5,6,16.67
588,April,2019,Clallam,WA,Truck,0,0,0,21681,21681,0.0
589,April,2019,Fulton,GA,Passenger,1,2,3,112,115,2.61
590,April,2019,Carroll,NH,Passenger,0,1,1,2,3,33.33
591,April,2019,Kitsap,WA,Truck,1,0,1,53874,53875,0.0
592,April,2019,Nassau,NY,Passenger,3,0,3,40,43,6.98
593,April,2019,Lewis,WA,Passenger,95,91,186,58821,59007,0.32
594,April,2019,Spartanburg,SC,Passenger,0,1,1,33,34,2.94
595,April,2019,Kittitas,WA,Truck,0,0,0,14296,14296,0.0
596,April,2019,Twin Falls,ID,Passenger,0,1,1,22,23,4.35
597,April,2019,Garfield,WA,Passenger,1,1,2,1298,1300,0.15
598,April,2019,Clackamas,OR,Passenger,1,1,2,206,208,0.96
599,April,2019,Maui,HI,Passenger,1,0,1,47,48,2.08
600,April,2019,Goochland,VA,Passenger,1,1,2,251,253,0.79
601,April,2019,El Paso,CO,Passenger,3,2,5,751,756,0.66
602,April,2019,Skagit,WA,Truck,1,0,1,32325,32326,0.0
603,April,2019,Albemarle,VA,Passenger,1,0,1,25,26,3.85
604,April,2019,Manatee,FL,Passenger,1,0,1,32,33,3.03
605,April,2019,Columbia,WA,Truck,0,0,0,1531,1531,0.0
606,April,2019,Juneau,AK,Passenger,0,2,2,32,34,5.88
607,April,2019,Cook,IL,Passenger,1,0,1,241,242,0.41
608,April,2019,Houston,GA,Passenger,1,0,1,54,55,1.82
609,April,2020,Sumter,FL,Passenger,0,1,1,9,10,10.0
610,April,2020,Placer,CA,Passenger,2,0,2,89,91,2.2
611,April,2020,New Haven,CT,Passenger,0,2,2,41,43,4.65
612,April,2020,King,WA,Passenger,24085,7696,31781,1386024,1417805,2.24
613,April,2020,Pend Oreille,WA,Truck,0,0,0,5739,5739,0.0
614,April,2020,DeKalb,GA,Passenger,1,0,1,80,81,1.23
615,April,2020,Pierce,WA,Passenger,2347,1682,4029,548871,552900,0.73
616,April,2020,Garfield,WA,Truck,0,0,0,968,968,0.0
617,April,2020,Cowlitz,WA,Truck,0,0,0,28765,28765,0.0
618,April,2020,Frederick,MD,Passenger,1,1,2,76,78,2.56
619,April,2020,Shelby,OH,Passenger,0,1,1,1,2,50.0
620,April,2020,Tarrant,TX,Passenger,1,0,1,178,179,0.56
621,April,2020,San Diego,CA,Passenger,13,5,18,2764,2782,0.65
622,April,2020,Alexandria,VA,Passenger,1,0,1,140,141,0.71
623,April,2020,Camden,NJ,Passenger,0,2,2,21,23,8.7
624,April,2020,Dallas,TX,Passenger,1,0,1,202,203,0.49
625,April,2020,Adams,WA,Truck,0,0,0,5206,5206,0.0
626,April,2020,Montgomery,AL,Passenger,0,1,1,38,39,2.56
627,April,2020,Manassas,VA,Passenger,0,1,1,5,6,16.67
628,April,2020,Prince George's,MD,Passenger,1,1,2,164,166,1.2
629,April,2020,Rockingham,NH,Passenger,1,0,1,27,28,3.57
630,April,2020,Montgomery,OH,Passenger,0,1,1,46,47,2.13
631,April,2020,Yakima,WA,Passenger,129,115,244,165261,165505,0.15
632,April,2020,Williams,ND,Passenger,0,1,1,13,14,7.14
633,April,2020,Shelby,TN,Passenger,0,1,1,89,90,1.11
634,April,2020,DuPage,IL,Passenger,3,0,3,58,61,4.92
635,April,2020,Ferry,WA,Passenger,5,3,8,4331,4339,0.18
636,April,2020,Nassau,NY,Passenger,4,0,4,33,37,10.81
637,April,2020,St. Clair,IL,Passenger,1,0,1,139,140,0.71
638,April,2020,Hudson,NJ,Passenger,1,0,1,38,39,2.56
639,April,2020,Denton,TX,Passenger,1,0,1,90,91,1.1
640,April,2020,Mason,WA,Truck,0,0,0,20531,20531,0.0
641,April,2020,Fresno,CA,Passenger,1,0,1,183,184,0.54
642,April,2020,Hawaii,HI,Passenger,1,0,1,57,58,1.72
643,April,2020,Monroe,IL,Passenger,1,0,1,4,5,20.0
644,April,2020,Montgomery,PA,Passenger,1,0,1,31,32,3.12
645,April,2020,Klickitat,WA,Truck,0,0,0,8193,8193,0.0
646,April,2020,Palm Beach,FL,Passenger,0,1,1,80,81,1.23
647,April,2020,Ramsey,MN,Passenger,1,0,1,39,40,2.5
648,April,2020,Prince William,VA,Passenger,2,3,5,222,227,2.2
649,April,2020,Greene,MO,Passenger,0,1,1,31,32,3.12
650,April,2020,Whitman,WA,Passenger,44,48,92,22313,22405,0.41
651,April,2020,Ventura,CA,Passenger,0,3,3,287,290,1.03
652,April,2020,Asotin,WA,Truck,0,0,0,6617,6617,0.0
653,April,2020,Columbia,WA,Truck,0,0,0,1524,1524,0.0
654,April,2020,Shasta,CA,Passenger,1,0,1,37,38,2.63
655,April,2020,El Paso,TX,Passenger,3,0,3,436,439,0.68
656,April,2020,Kitsap,WA,Truck,1,0,1,53907,53908,0.0
657,April,2020,Virginia Beach,VA,Passenger,1,0,1,672,673,0.15
658,April,2020,Wahkiakum,WA,Passenger,6,5,11,2973,2984,0.37
659,April,2020,Pinellas,FL,Passenger,1,1,2,109,111,1.8
660,April,2020,Moore,NC,Passenger,0,1,1,162,163,0.61
661,April,2020,Duval,FL,Passenger,0,2,2,358,360,0.56
662,April,2020,Collin,TX,Passenger,1,1,2,124,126,1.59
663,April,2020,Benton,WA,Passenger,348,321,669,134556,135225,0.49
664,April,2020,Juneau,AK,Passenger,0,2,2,31,33,6.06
665,April,2020,Putnam,TN,Passenger,0,1,1,3,4,25.0
666,April,2020,Cascade,MT,Passenger,0,1,1,55,56,1.79
667,April,2020,Spokane,WA,Passenger,711,473,1184,316298,317482,0.37
668,April,2020,Houston,GA,Passenger,1,0,1,58,59,1.69
669,April,2020,Arlington,VA,Passenger,0,2,2,150,152,1.32
670,April,2020,Oldham,KY,Passenger,0,1,1,4,5,20.0
671,April,2020,Chelan,WA,Truck,0,0,0,22460,22460,0.0
672,April,2020,Valencia,NM,Passenger,1,0,1,5,6,16.67
673,April,2020,Washington,OR,Passenger,1,0,1,446,447,0.22
674,April,2020,Clallam,WA,Passenger,219,166,385,50341,50726,0.76
675,April,2020,District of Columbia,DC,Passenger,1,1,2,202,204,0.98
676,April,2020,Richland,SC,Passenger,0,1,1,156,157,0.64
677,April,2020,Clark,WA,Passenger,1992,1056,3048,318746,321794,0.95
678,April,2020,Washtenaw,MI,Passenger,1,0,1,36,37,2.7
679,April,2020,Cowlitz,WA,Passenger,136,115,251,72718,72969,0.34
680,April,2020,Skagit,WA,Truck,1,0,1,32387,32388,0.0
681,April,2020,Fort Bend,TX,Passenger,1,0,1,46,47,2.13
682,April,2020,Riverside,CA,Passenger,3,1,4,629,633,0.63
683,April,2020,Jefferson,WA,Passenger,234,142,376,24908,25284,1.49
684,April,2020,Middlesex,MA,Passenger,1,1,2,96,98,2.04
685,April,2020,Spartanburg,SC,Passenger,0,1,1,49,50,2.0
686,April,2020,Charles,MD,Passenger,0,1,1,74,75,1.33
687,April,2020,Skamania,WA,Passenger,29,17,46,8615,8661,0.53
688,April,2020,Stevens,WA,Truck,0,0,0,18611,18611,0.0
689,April,2020,Tulsa,OK,Passenger,1,1,2,43,45,4.44
690,April,2020,Polk,FL,Passenger,1,0,1,65,66,1.52
691,April,2020,Spokane,WA,Truck,1,0,1,97398,97399,0.0
692,April,2020,King,WA,Truck,5,1,6,181518,181524,0.0
693,April,2020,Denver,CO,Passenger,1,0,1,120,121,0.83
694,April,2020,Guadalupe,TX,Passenger,1,0,1,65,66,1.52
695,April,2020,Garfield,WA,Passenger,0,1,1,1341,1342,0.07
696,April,2020,Boone,MO,Passenger,0,1,1,12,13,7.69
697,April,2020,Anne Arundel,MD,Passenger,0,1,1,415,416,0.24
698,April,2020,Pierce,WA,Truck,0,0,0,141140,141140,0.0
699,April,2020,Ferry,WA,Truck,0,0,0,3543,3543,0.0
700,April,2020,Los Angeles,CA,Passenger,7,11,18,1001,1019,1.77
701,April,2020,Harris,TX,Passenger,1,0,1,233,234,0.43
702,April,2020,Ada,ID,Passenger,0,1,1,282,283,0.35
703,April,2020,Harrison,MS,Passenger,1,0,1,57,58,1.72
704,April,2020,Maui,HI,Passenger,1,0,1,34,35,2.86
705,April,2020,Walla Walla,WA,Passenger,69,63,132,36000,36132,0.37
706,April,2020,Lake,FL,Passenger,1,0,1,20,21,4.76
707,April,2020,Osceola,FL,Passenger,1,0,1,41,42,2.38
708,April,2020,Orange,CA,Passenger,7,2,9,493,502,1.79
709,April,2020,Thurston,WA,Truck,0,0,0,55499,55499,0.0
710,April,2020,San Juan,WA,Truck,0,0,0,5898,5898,0.0
711,April,2020,Carroll,NH,Passenger,0,1,1,4,5,20.0
712,April,2020,Richmond,GA,Passenger,0,1,1,86,87,1.15
713,April,2020,Grant,WA,Truck,0,0,0,26995,26995,0.0
714,April,2020,Penobscot,ME,Passenger,0,1,1,15,16,6.25
715,April,2020,Okanogan,WA,Passenger,34,31,65,25891,25956,0.25
716,April,2020,Harnett,NC,Passenger,1,0,1,201,202,0.5
717,April,2020,Stevens,WA,Passenger,33,33,66,30969,31035,0.21
718,April,2020,St. Mary's,MD,Passenger,1,0,1,217,218,0.46
719,April,2020,Deschutes,OR,Passenger,3,0,3,139,142,2.11
720,April,2020,Hamilton,IN,Passenger,1,0,1,40,41,2.44
721,April,2020,Kittitas,WA,Passenger,101,49,150,29857,30007,0.5
722,April,2020,Tuolumne,CA,Passenger,0,1,1,10,11,9.09
723,April,2020,Klamath,OR,Passenger,1,0,1,34,35,2.86
724,April,2020,San Mateo,CA,Passenger,0,1,1,116,117,0.85
725,April,2020,Jones,GA,Passenger,1,0,1,1,2,50.0
726,April,2020,Island,WA,Truck,1,0,1,21149,21150,0.0
727,April,2020,Clark,NV,Passenger,3,2,5,674,679,0.74
728,April,2020,Okanogan,WA,Truck,0,0,0,16384,16384,0.0
729,April,2020,Broward,FL,Passenger,3,1,4,115,119,3.36
730,April,2020,Mason,WA,Passenger,155,135,290,47212,47502,0.61
731,April,2020,Jefferson,CO,Passenger,0,1,1,58,59,1.69
732,April,2020,Lee,FL,Passenger,1,0,1,51,52,1.92
733,April,2020,Pacific,WA,Passenger,30,34,64,15837,15901,0.4
734,April,2020,Bexar,TX,Passenger,2,5,7,613,620,1.13
735,April,2020,Hennepin,MN,Passenger,3,1,4,90,94,4.26
736,April,2020,Clackamas,OR,Passenger,2,0,2,201,203,0.99
737,April,2020,Randolph,NC,Passenger,1,0,1,7,8,12.5
738,April,2020,San Francisco,CA,Passenger,2,1,3,98,101,2.97
739,April,2020,Ulster,NY,Passenger,1,0,1,8,9,11.11
740,April,2020,Cochise,AZ,Passenger,0,1,1,101,102,0.98
742,April,2020,DeKalb,IN,Passenger,1,0,1,1,2,50.0
743,April,2020,Kootenai,ID,Passenger,1,0,1,225,226,0.44
744,April,2020,Chelan,WA,Passenger,224,80,304,54232,54536,0.56
745,April,2020,Loudoun,VA,Passenger,1,0,1,89,90,1.11
746,April,2020,Alameda,CA,Passenger,3,1,4,277,281,1.42
747,April,2020,Benton,WA,Truck,0,0,0,42485,42485,0.0
748,April,2020,Williamson,TX,Passenger,0,2,2,139,141,1.42
749,April,2020,Cape May,NJ,Passenger,0,1,1,13,14,7.14
750,April,2020,Lewis,WA,Passenger,99,106,205,58652,58857,0.35
751,April,2020,Pacific,WA,Truck,0,0,0,7665,7665,0.0
752,April,2020,Queens,NY,Passenger,1,0,1,53,54,1.85
753,April,2020,Fulton,GA,Passenger,1,2,3,104,107,2.8
754,April,2020,Kent,MI,Passenger,0,1,1,23,24,4.17
755,April,2020,Clallam,WA,Truck,1,0,1,21696,21697,0.0
756,April,2020,Allegheny,PA,Passenger,1,0,1,74,75,1.33
757,April,2020,Bucks,PA,Passenger,1,0,1,20,21,4.76
758,April,2020,Chesapeake,VA,Passenger,0,2,2,422,424,0.47
759,April,2020,Island,WA,Passenger,405,270,675,62863,63538,1.06
760,April,2020,Franklin,WA,Truck,0,0,0,19844,19844,0.0
761,April,2020,St. Louis,MO,Passenger,1,0,1,99,100,1.0
762,April,2020,Rogers,OK,Passenger,1,0,1,5,6,16.67
763,April,2020,Charleston,SC,Passenger,1,0,1,105,106,0.94
764,April,2020,Multnomah,OR,Passenger,4,7,11,721,732,1.5
765,April,2020,Wahkiakum,WA,Truck,0,0,0,1760,1760,0.0
766,April,2020,Norfolk,VA,Passenger,2,2,4,347,351,1.14
767,April,2020,Carson City,NV,Passenger,1,0,1,11,12,8.33
768,April,2020,Clay,FL,Passenger,0,1,1,80,81,1.23
769,April,2020,Skamania,WA,Truck,0,0,0,4054,4054,0.0
770,April,2020,Grays Harbor,WA,Truck,0,0,0,20728,20728,0.0
771,April,2020,Erie,NY,Passenger,1,0,1,44,45,2.22
772,April,2020,Arapahoe,CO,Passenger,1,0,1,136,137,0.73
773,April,2020,Suffolk,MA,Passenger,0,2,2,36,38,5.26
774,April,2020,Santa Cruz,CA,Passenger,1,0,1,37,38,2.63
775,April,2020,Sacramento,CA,Passenger,1,0,1,268,269,0.37
776,April,2020,Whitman,WA,Truck,0,0,0,8532,8532,0.0
777,April,2020,Grant,WA,Passenger,59,71,130,65268,65398,0.2
778,April,2020,Santa Clara,CA,Passenger,7,2,9,318,327,2.75
779,April,2020,Vigo,IN,Passenger,1,0,1,5,6,16.67
780,April,2020,Solano,CA,Passenger,1,0,1,211,212,0.47
781,April,2020,Montgomery,TX,Passenger,1,0,1,52,53,1.89
782,April,2020,El Paso,CO,Passenger,2,0,2,722,724,0.28
783,April,2020,Twin Falls,ID,Passenger,0,1,1,28,29,3.45
784,April,2020,Thurston,WA,Passenger,1141,730,1871,197497,199368,0.94
785,April,2020,Lincoln,WA,Truck,0,0,0,4627,4627,0.0
786,April,2020,Pima,AZ,Passenger,3,1,4,351,355,1.13
787,April,2020,Kitsap,WA,Passenger,1312,676,1988,180568,182556,1.09
788,April,2020,Suffolk,VA,Passenger,1,0,1,126,127,0.79
789,April,2020,Walla Walla,WA,Truck,0,0,0,13622,13622,0.0
790,April,2020,Douglas,WA,Truck,0,0,0,12271,12271,0.0
791,April,2020,Cumberland,NC,Passenger,0,2,2,471,473,0.42
792,April,2020,Snohomish,WA,Truck,0,0,0,123316,123316,0.0
793,April,2020,Columbia,WA,Passenger,3,3,6,2407,2413,0.25
794,April,2020,Sedgwick,KS,Passenger,1,1,2,93,95,2.11
795,April,2020,Honolulu,HI,Passenger,4,2,6,457,463,1.3
